Lattitude,Longitude,Depth,Month,Year,mag(dec),Magnitude
-54.44,5.84,15,12,1971,4.6,5
3.74,127.99,55.5,12,1971,5.1,5
55.05,54.44,20,12,1971,9.3,9
49.13,128.82,15,12,1971,3.8,4
-22.81,70.37,30,12,1971,0.9,1
27.28,56.44,15,12,1971,5.5,6
-21.65,173.42,45,12,1971,7.6,8
1.76,127.32,115,12,1971,5.4,5
-6.15,154.58,55,12,1971,5.6,6
55.96,163.27,27.5,12,1971,5.4,5
55.84,163.66,27.5,12,1971,1.9,2
55.8,163.45,27.5,12,1971,8.9,9
55.47,163.66,28.8,12,1971,5.3,5
55.6,163.05,27.4,12,1971,8.6,9
56.01,162.83,27.5,12,1971,1.7,2
50.64,174.99,15,12,1971,2.4,2
-6.25,154.89,35,12,1971,7.3,7
-19.86,175.73,220.5,12,1971,0.1,0
25.21,94.71,62.3,12,1971,3.5,4
-4.79,151.8,111.3,12,1971,1.5,2
6.13,123.29,625,12,1971,9.2,9
-17.02,174.9,10,1,1972,7.3,7
15.98,98.34,15,1,1972,2.6,3
51.1,178.91,30,1,1972,3.3,3
22.64,122.07,28,1,1972,2.6,3
-0.06,125.01,35,1,1972,0.2,0
-4.61,151.82,162.3,1,1972,5.1,5
-2.18,138.95,30,1,1972,6.4,6
-18.9,173.21,10,1,1972,9.4,9
20.98,120.28,25,1,1972,2.1,2
20.89,120.31,25,1,1972,6.4,6
-55.69,28.88,57.7,1,1972,7,7
-6.83,71.85,569.1,1,1972,0.5,1
37.64,75.01,99.2,1,1972,4.4,4
61.89,147,11.3,1,1972,5,5
-18.3,174.61,150,1,1972,4.5,5
40.18,78.92,10.2,1,1972,0.4,0
54.66,161.51,31.5,1,1972,2.5,3
-4.87,144.97,25.7,1,1972,3.1,3
-4.72,144.91,20,1,1972,7.3,7
36.37,70.83,211.9,1,1972,6.4,6
-6.75,71.9,563.7,1,1972,8.3,8
13.97,91.13,72.8,1,1972,6.8,7
-20.44,172.94,20,1,1972,3.8,4
-13.25,166.41,35,1,1972,0.1,0
-13.14,166.41,35,1,1972,1.5,2
-26.19,177.18,97.8,1,1972,6.8,7
22.63,122.27,25,1,1972,2.9,3
23.11,121.97,25,1,1972,7.1,7
-2.54,102.54,171.1,1,1972,8.9,9
-20.11,178.89,643,1,1972,6.8,7
-19.42,169.22,125,1,1972,5.4,5
20.96,120.06,35,1,1972,3,3
-9.77,160.17,35,2,1972,5.5,6
-4.62,151.8,160,2,1972,1.1,1
-22.82,68.85,102.8,2,1972,0.7,1
12.54,141.9,25,2,1972,9,9
8.48,84,18.9,2,1972,7.6,8
19.32,122.07,15,2,1972,3.3,3
-51.85,73.92,15,2,1972,9.1,9
-15.45,173.25,17.7,2,1972,7.4,7
-55.83,27,32.5,2,1972,8.6,9
0.93,28.53,10,2,1972,8.8,9
-11.48,166.34,101.8,2,1972,7.4,7
-17.66,71.21,54.6,2,1972,10,10
-11.35,166.26,100,2,1972,4.1,4
-6.1,151.86,35,2,1972,1,1
-11.12,162.92,20,2,1972,2.1,2
44.64,149.08,45,2,1972,6,6
29.33,113.68,15,2,1972,9.7,10
55.89,158.34,54.3,2,1972,5,5
-15.43,172.68,35,2,1972,9,9
55.85,158.21,58.9,2,1972,1.3,1
-60.76,25.67,35,2,1972,8,8
50.46,97.21,15,2,1972,9,9
33.45,140.93,59.8,2,1972,7.8,8
33.5,141.09,56.8,2,1972,5.9,6
-19,173.66,10,3,1972,4.9,5
40.54,125.44,10,3,1972,0.3,0
-24.8,70.09,48.9,3,1972,0.8,1
33.51,141.05,57.7,3,1972,6.1,6
-21.89,179.33,590,3,1972,2.7,3
50.07,148.88,586.2,3,1972,6.1,6
-28.28,178.17,200,3,1972,1.8,2
-3.8,131.38,25.6,3,1972,4.6,5
33.36,141.11,41.3,3,1972,7.3,7
39.22,29.52,25,3,1972,9.9,10
51.59,176.68,35,3,1972,6.5,7
-24.79,179.53,425,3,1972,6.6,7
33.62,141.43,25,3,1972,8.6,9
40.87,141.98,71.3,3,1972,7.1,7
-6.86,76.73,55,3,1972,2.5,3
51.28,179.23,35,3,1972,1.8,2
49.92,176.21,15,3,1972,4.8,5
49.02,153.58,138.9,3,1972,6.8,7
-21.24,174.28,20,3,1972,4.7,5
-15.51,172.72,10,3,1972,4.6,5
56.11,157.25,68.3,3,1972,8.5,9
7.09,123.64,30,3,1972,6.7,7
48.07,153.09,137.7,3,1972,7.5,8
-22.01,174.38,40,3,1972,1.1,1
-3.56,150.17,30,3,1972,8.3,8
43.27,146.01,45.4,3,1972,8.9,9
-17.86,178.48,562.5,3,1972,6.9,7
-30.83,179.83,350,3,1972,2.5,3
-25.76,179.67,495.8,3,1972,7.7,8
-29.77,71.44,40,3,1972,10,10
-55.25,29.11,15,3,1972,8.3,8
-49.39,164.03,10,4,1972,2.5,3
-16.12,173.03,25,4,1972,2.4,2
-16.03,172.77,25,4,1972,3.4,3
-13.1,166.21,10,4,1972,0.5,1
54.24,35.12,10,4,1972,5.2,5
-7.43,125.54,390,4,1972,2.8,3
-57.84,26.72,135,4,1972,4.1,4
8.03,38.91,10,4,1972,5.3,5
42.48,126.54,15,4,1972,2.8,3
42.1,84.61,16.1,4,1972,8.1,8
28.42,52.77,10,4,1972,7,7
0.92,28.28,10,4,1972,9.4,9
-19.39,174.73,135,4,1972,4,4
24.17,122.54,41.6,4,1972,0.6,1
53.99,166.92,106.5,4,1972,9.2,9
-15.31,173.46,85,4,1972,2.5,3
-5.61,104.1,55,4,1972,8.4,8
-31.46,111.17,15,4,1972,8.2,8
-21.4,179.24,600,4,1972,8.5,9
23.56,121.54,22.2,4,1972,4,4
23.74,121.59,22.5,4,1972,5.3,5
13.4,120.28,25,4,1972,3.2,3
-18.16,173.06,595,4,1972,6.3,6
13.6,120.63,25,4,1972,8.9,9
24.04,122.43,31.8,4,1972,8.3,8
-5.15,154.19,409.9,4,1972,3.8,4
-6.54,155.05,35,4,1972,9.5,10
13.56,120.42,25,4,1972,3.8,4
5.54,124.62,370,5,1972,3.5,4
5.2,100.23,15,5,1972,1.4,1
33.58,141.22,46.1,5,1972,5,5
-10.7,113.63,25,5,1972,7.4,7
-15.96,167.54,51,5,1972,9.9,10
35.18,23.55,35,5,1972,3.3,3
23.07,121.38,25,5,1972,7.8,8
-4.26,152.62,30,5,1972,8.8,9
-4.93,153.84,101.9,5,1972,1.5,2
-53.74,134.35,10,5,1972,4.8,5
-1.21,138.31,20,5,1972,8.2,8
-19.55,176.12,30,5,1972,5.2,5
-17.79,178.74,564.3,5,1972,0.2,0
-3.87,150.25,10,5,1972,8,8
-0.31,122.28,15,5,1972,9.8,10
42.79,144.68,61.1,5,1972,5.5,6
-27.83,178.88,358.1,5,1972,9.6,10
24.54,121.62,57.1,5,1972,4.5,5
-32.16,178.45,30,5,1972,2.7,3
-32.76,71.74,45,5,1972,5.7,6
-0.04,122.87,180,5,1972,9.1,9
-23.63,179.99,550,5,1972,1.5,2
-29.79,69.69,10,5,1972,7.4,7
13.39,120.04,26.4,5,1972,5.1,5
-15.99,73.92,79.6,5,1972,7.7,8
16.55,122.19,35,5,1972,8.6,9
-17.76,175.07,222.1,5,1972,1.7,2
-22.28,171.35,25,5,1972,0,0
13.21,120.3,20,5,1972,1.6,2
54.87,156.39,419.5,5,1972,5.1,5
-10.97,116.99,15,5,1972,1.5,2
3.62,96.76,25,6,1972,8.2,8
51.34,178.26,47.5,6,1972,2,2
32.85,39.78,15,6,1972,9.9,10
2.51,128.23,150,6,1972,9.3,9
-7.28,126.68,325,6,1972,0.4,0
21.09,120.21,25,6,1972,0,0
-22.54,66.13,256.2,6,1972,8.2,8
-30.47,71.7,45,6,1972,1.8,2
-21.3,173.92,15,6,1972,4.8,5
3.75,124.22,330.8,6,1972,3.1,3
-5.55,147.07,150,6,1972,6.3,6
-12.42,167.05,233.8,6,1972,5.9,6
5.2,78.2,25,6,1972,0.3,0
33.02,46.18,15,6,1972,2,2
53.34,166.87,32.5,6,1972,0.1,0
-29.76,177.28,42.5,6,1972,1,1
42.28,143.22,56.6,6,1972,7.2,7
31.93,131.88,39.9,6,1972,6.1,6
36.28,69.68,24,6,1972,8.8,9
1.48,127.57,208.9,6,1972,9.6,10
51.86,156.16,194.8,6,1972,0.2,0
27.64,33.82,15,6,1972,4.6,5
-17.93,178.39,575,6,1972,4.6,5
30.05,50.89,20,7,1972,8.8,9
18.75,145.11,610,7,1972,3.1,3
5.79,125.87,105,7,1972,0.8,1
38.53,142.15,48.1,7,1972,7.1,7
9.38,122.54,45,7,1972,2.3,2
49.37,127.52,26,7,1972,7.2,7
11.86,126.21,25,7,1972,2.2,2
36.38,71.43,107.3,7,1972,8.9,9
16.21,97.06,27.5,7,1972,4.2,4
-6.06,153.1,20,7,1972,7.6,8
-20.81,178.68,615.3,7,1972,1.8,2
-35.1,179.99,35,7,1972,5.9,6
-3.14,100.89,36.8,7,1972,7.6,8
-21.93,175.97,123.6,7,1972,0,0
31.36,91.44,10,7,1972,4.5,5
50.08,129.51,15,7,1972,3.1,3
-21.49,176.28,186.3,7,1972,3.9,4
0.12,123.45,139.1,7,1972,9.7,10
49.11,156.12,35,7,1972,8.2,8
-4.54,152.28,10,7,1972,5.6,6
-4.62,152.32,10,7,1972,1.6,2
56.72,135.85,25,7,1972,0.5,1
-5.88,130.53,90,7,1972,4.2,4
30.68,141.89,20,7,1972,9.2,9
30.71,141.8,20,7,1972,7.3,7
-4.12,102.28,90,8,1972,3.6,4
2.39,127.54,97.7,8,1972,2.4,2
-26.31,177.51,182.5,8,1972,3.4,3
55.89,163.27,25.2,8,1972,5.4,5
51.13,178.19,33.5,8,1972,0.5,1
51.03,178.18,35,8,1972,8.6,9
51.07,177.95,35,8,1972,2.8,3
56.12,135.53,15,8,1972,3.8,4
49.15,155.93,45,8,1972,3.9,4
-11.2,162,15,8,1972,6.6,7
-11.05,161.95,15,8,1972,6.5,7
-11.08,162.18,15,8,1972,9.7,10
25.03,61.28,25,8,1972,0.3,0
-11.09,162.14,15,8,1972,3,3
-11.16,162.17,15,8,1972,5.4,5
-16.65,171.97,15.6,8,1972,1.4,1
-19.05,169.12,179.6,8,1972,8.8,9
-21.4,174.37,40,8,1972,6.1,6
51.28,179.26,35,8,1972,3.9,4
4.95,82.71,25,8,1972,5.4,5
-51.97,74.1,15,8,1972,0.3,0
1.71,126.32,30,8,1972,7.9,8
-6.37,144.48,35,8,1972,7.8,8
56.26,135.6,10,8,1972,3.9,4
-6.05,152.93,20,8,1972,3.7,4
-6.1,152.69,20,8,1972,4.3,4
1.34,126.94,15,8,1972,1,1
38.72,140.04,15,8,1972,8.8,9
49.49,147.05,584.2,8,1972,3.3,3
-5.83,152.99,37.5,8,1972,0.2,0
58.23,153.52,68.5,8,1972,3.8,4
1.79,127.3,120,8,1972,9.9,10
-25,136.35,10,8,1972,9.4,9
51.22,179.27,35,8,1972,7.6,8
-21.34,174.24,10,8,1972,1.8,2
-20.19,175.07,165,8,1972,8.5,9
-3.51,144.93,15,8,1972,8.3,8
36.62,96.56,18,8,1972,0.9,1
35.93,136.76,15,8,1972,5.8,6
52.35,95.48,11.1,8,1972,4.6,5
-15.01,167.4,122.3,9,1972,8.2,8
29.44,130.5,52.2,9,1972,2.3,2
-5.58,151.18,25,9,1972,9.7,10
35.92,73.42,30,9,1972,5.9,6
35.92,73.35,30,9,1972,4.3,4
35.94,73.39,30,9,1972,0.2,0
-11.77,166.32,67,9,1972,3.8,4
-3.85,80.74,30,9,1972,9.5,10
-6.94,129.69,108.4,9,1972,4.9,5
1.99,128.22,126.3,9,1972,0.3,0
-19.96,169.14,50,9,1972,3.5,4
-2.04,68.09,9.8,9,1972,9,9
-6.35,148.42,50,9,1972,2,2
-5.75,130.55,87.5,9,1972,6.3,6
71.47,10.38,15,9,1972,0.8,1
-15.43,175.55,35,9,1972,1.1,1
-20.25,168.75,35,9,1972,5.2,5
-3.55,149.92,10,9,1972,2,2
-3.52,149.91,10,9,1972,3,3
-3.3,130.69,28.6,9,1972,6.4,6
37.99,22.49,81.5,9,1972,9,9
-20.36,168.99,30,9,1972,5.1,5
-20.38,168.84,30,9,1972,6.2,6
-20.52,168.84,30,9,1972,9.3,9
-20.39,168.63,30,9,1972,2.2,2
15.22,96.33,30,9,1972,4.4,4
2.22,128.23,160,9,1972,8.2,8
-10.54,161.36,35,9,1972,5.3,5
38.35,20.31,15,9,1972,5.1,5
35.93,73.4,35,9,1972,5.5,6
-9.89,119.63,35,9,1972,3.9,4
19.47,70.26,15,9,1972,0.8,1
-5.79,148.16,195.1,9,1972,2.3,2
-19.33,173.67,35,9,1972,5.5,6
2.95,96.09,23.4,9,1972,2,2
-16.63,174.33,180.3,9,1972,9.4,9
-0.1,122.93,125,9,1972,6.1,6
22.41,121.12,25,9,1972,7.1,7
22.32,121.09,25,9,1972,2.7,3
-6.31,131.12,35,9,1972,3.7,4
-6.21,131.16,35,9,1972,9.5,10
-30.96,68.21,15,9,1972,9.1,9
-16.7,172,25,9,1972,4.6,5
-21.21,174.48,25,9,1972,1.5,2
7.48,123.81,628.8,10,1972,0.5,1
-33.96,70.9,80.6,10,1972,2.9,3
47.27,154.14,30,10,1972,9.4,9
-6.11,149.81,50,10,1972,0.4,0
-4.57,153.1,85,10,1972,9.1,9
-20.1,68.71,122.6,10,1972,9,9
35.91,73.37,25,10,1972,0.2,0
-0.71,121.65,20,10,1972,0.9,1
1.79,127.43,124.8,10,1972,5,5
52.81,163.12,14,10,1972,5.4,5
48.32,148.86,389.4,10,1972,7.5,8
-33.01,178.41,35,10,1972,0.9,1
-32.99,178.32,35,10,1972,3.1,3
-22.17,171.48,90,10,1972,2.2,2
-10.39,120.48,30,10,1972,7.5,8
-8.54,124.86,15,10,1972,7.5,8
20.69,29.74,15,10,1972,9.7,10
18.83,106.79,20,10,1972,6.7,7
63.13,150.97,130.4,10,1972,0.2,0
13.73,147.14,10,10,1972,9.5,10
70.99,6.53,15,10,1972,6.6,7
27.39,128.54,48,10,1972,2.6,3
-14.34,167.25,155,10,1972,4.3,4
-19.99,168.97,25,10,1972,5.1,5
2.65,128.71,45,10,1972,6,6
-7.31,146.81,10,10,1972,5.4,5
-15.2,167.55,130.7,10,1972,9,9
33.14,137.95,341.5,10,1972,8.3,8
-6.32,154.82,53.2,10,1972,4.7,5
41.45,143,72.9,11,1972,0.6,1
-6.38,131.19,25,11,1972,4.5,5
-20.12,168.95,20,11,1972,8.3,8
-19.57,169.41,20,11,1972,0.9,1
-19.18,69.11,116.6,11,1972,3.5,4
-20.04,169.12,20,11,1972,9.6,10
-4.87,144.55,82.5,11,1972,5.6,6
-8.23,112.21,70,11,1972,8.6,9
-9.62,122.19,35,11,1972,2.5,3
-5.43,146.67,233.3,11,1972,0.9,1
-28.89,67.22,137.4,11,1972,2.9,3
23.94,121.54,20,11,1972,9.8,10
-20.97,178.98,605,11,1972,3.6,4
-19.62,169.47,15,11,1972,2.3,2
23.9,121.56,22.9,11,1972,9.9,10
44.39,147.43,120,11,1972,3.1,3
12.32,144.41,35,11,1972,1.6,2
38.36,73.18,114.7,11,1972,0.9,1
15.61,95.04,15,11,1972,9.8,10
27.95,140.22,380,11,1972,3.3,3
-48.93,123.52,10,11,1972,0.7,1
35.65,69.85,116,11,1972,0.5,1
13.06,88.6,70.7,11,1972,5.9,6
80.47,2.83,15,11,1972,0.4,0
16.87,145.96,130,11,1972,1.9,2
23.95,121.66,20,11,1972,9.2,9
52.47,173.43,31.1,11,1972,1.5,2
-15.36,167.25,35,11,1972,9.8,10
-15.64,172.92,30,11,1972,8.4,8
80.26,2.63,15,11,1972,6.6,7
-22.18,179.49,600,11,1972,1.8,2
-24.37,174.9,15,11,1972,7.6,8
20.16,121.5,25,11,1972,0.7,1
0.54,126.16,30,11,1972,6.3,6
-5.34,126.56,424.6,11,1972,9,9
0.45,126.21,42.7,12,1972,5.3,5
6.41,126.64,60,12,1972,7.6,8
6.34,126.63,62.2,12,1972,3.2,3
6.15,127.49,60,12,1972,4.5,5
5.61,127.2,60,12,1972,1.2,1
6.07,126.97,60,12,1972,6.6,7
5.73,127.11,60,12,1972,8.4,8
33.36,140.83,55,12,1972,9.5,10
33.27,141.06,55,12,1972,9.4,9
-1.54,136.66,15,12,1972,1.3,1
-1.59,136.66,15,12,1972,9.4,9
-1.52,136.63,15,12,1972,4.7,5
-2.91,139.08,25,12,1972,4.3,4
-9.21,67.35,15,12,1972,4.2,4
-2.99,139.08,25,12,1972,7.6,8
3.63,128.51,45,12,1972,0.4,0
-1.89,99.64,27.9,12,1972,1.6,2
5.67,127.13,55,12,1972,9.9,10
-1.91,99.64,28.9,12,1972,6.1,6
5.61,127.19,35,12,1972,1.9,2
5.66,127.29,35,12,1972,4.9,5
15.13,45.15,15,12,1972,4.6,5
44.67,149.29,40,12,1972,6.8,7
12.4,144.11,35,12,1972,4.7,5
44.13,150.97,20,12,1972,9.7,10
6.65,126.53,15,12,1972,9.7,10
-1.3,89.33,15,12,1972,5,5
-7.04,155.8,80,12,1972,8.8,9
44.64,149.28,39,12,1972,9.4,9
-5.59,153.24,40.9,12,1972,3.1,3
-16.64,28.02,15,12,1972,4.7,5
-22.17,179.62,560,12,1972,0.9,1
-1.81,99.68,31.5,12,1972,3,3
-6.13,148.85,35,12,1972,0.4,0
-21.82,179.42,595,12,1972,5.8,6
-55.53,28.34,17.3,12,1972,1.9,2
-16.12,172.48,15,12,1972,0.8,1
12.18,86.22,10,12,1972,4.2,4
-14.59,167.79,15,12,1972,2.1,2
52.93,159.39,57.4,12,1972,3.8,4
51.63,176.31,52.9,12,1972,6.3,6
-21.57,169.91,15,12,1972,7.7,8
5.65,127.14,44.5,12,1972,7.7,8
34.73,70.4,64.1,12,1972,8.5,9
-55.49,28.21,35,12,1972,7.9,8
-30.58,71.15,45,12,1972,2.6,3
-35.51,16.21,33,1,1973,3.3,3
-9.85,117.43,66,1,1973,7.2,7
-27.72,63.26,563,1,1973,7.9,8
39.11,71.89,33,1,1973,7,7
-39,175.23,150,1,1973,9.8,10
-14.67,166.38,36,1,1973,8.5,9
-11.1,162.28,32,1,1973,6.4,6
-11.19,162.25,32,1,1973,8.5,9
-54.36,5.3,33,1,1973,2.1,2
-54.41,5.36,33,1,1973,3.6,4
27.08,140.1,477,1,1973,6,6
-3.53,135.47,7,1,1973,6.9,7
-15.13,175.01,251,1,1973,8.5,9
-6.87,149.99,43,1,1973,1.7,2
29.28,68.57,17,1,1973,5.8,6
-15.86,174.06,129,1,1973,5.9,6
18.6,104.97,33,1,1973,9.7,10
-12.09,166.5,97,1,1973,6.7,7
0.38,122.22,115,1,1973,1.4,1
-0.12,123.93,55,1,1973,8.2,8
-19.85,169.03,72,1,1973,3.3,3
18.48,103,43,1,1973,2.7,3
28.21,139.23,498,1,1973,4.9,5
-22.66,66.2,229,2,1973,1.4,1
-55.65,26.77,33,2,1973,2,2
27.87,127.69,81,2,1973,5.8,6
31.4,100.58,33,2,1973,5,5
-55.91,27.84,33,2,1973,6.6,7
31.46,100.29,33,2,1973,8,8
-45.48,96.29,33,2,1973,1.1,1
18.89,103.55,33,2,1973,8.3,8
49.9,156.08,33,2,1973,9.2,9
4.55,125.7,176,2,1973,0.7,1
-17.52,178.5,541,2,1973,4.7,5
22.29,121.55,38,2,1973,6.8,7
-9.93,160.93,62,2,1973,9.5,10
-5.36,126.75,17,2,1973,8.2,8
-30.39,177.51,29,2,1973,8.2,8
-15.31,173.32,50,2,1973,0.6,1
49.84,78.23,0,2,1973,1.5,2
-6.08,148.61,78,2,1973,2.5,3
16.95,61.42,34,2,1973,3.3,3
-7.31,128.36,78,2,1973,2.6,3
-36.69,17.2,33,2,1973,0.9,1
-30.23,177.61,49,2,1973,7.1,7
-45.54,35.13,33,2,1973,7.4,7
-62.5,166.27,33,2,1973,5.8,6
58.31,149.81,12,2,1973,2.1,2
-2.09,78.21,67,2,1973,2.6,3
-19.19,168.74,59,2,1973,6.6,7
-61.04,37.88,33,2,1973,1.1,1
-1.7,99.68,33,2,1973,7.2,7
50.49,156.58,27,2,1973,6,6
50.08,156.94,48,2,1973,4.9,5
-0.21,124.39,87,2,1973,1.4,1
49.88,157.3,30,3,1973,8.2,8
50.44,156.28,59,3,1973,0.9,1
-55.32,28.58,33,3,1973,4.9,5
54.83,161.6,32,3,1973,6.9,7
-33.49,179.64,6,3,1973,6.2,6
-23.02,175.59,33,3,1973,7.7,8
6.27,127.34,55,3,1973,3.2,3
-34.13,150.27,13,3,1973,8.3,8
-15.18,173.52,8,3,1973,2.4,2
41.59,142.01,73,3,1973,5.4,5
50.1,156.74,49,3,1973,8.8,9
4.18,126.49,37,3,1973,7.6,8
50.84,157.1,54,3,1973,7.6,8
-5.45,154.21,170,3,1973,0.9,1
-62.47,165.27,36,3,1973,0.7,1
-5.32,152.15,64,3,1973,8.6,9
2.09,126.64,18,3,1973,7.2,7
2.01,126.55,47,3,1973,3.2,3
2.06,126.4,33,3,1973,3.1,3
-19.38,169.36,194,3,1973,1.7,2
13.37,122.79,33,3,1973,4.2,4
-5.19,103.24,68,3,1973,6.8,7
2.03,126.58,33,3,1973,2.3,2
-53.23,159.21,33,3,1973,1.8,2
52.84,173.77,81,3,1973,4.7,5
-23.18,66.29,203,3,1973,9.3,9
-8.27,117.38,162,3,1973,3.8,4
-22.76,170.25,33,3,1973,6.2,6
51.3,174.22,27,3,1973,5.7,6
29.27,130.41,34,3,1973,0.2,0
4.19,126.83,35,3,1973,1,1
31.72,139.3,20,3,1973,3.6,4
-41.37,174.49,74,3,1973,2.4,2
25.89,109.88,33,3,1973,2.1,2
23.42,123.96,16,3,1973,3.6,4
-28.05,68.94,117,3,1973,3.2,3
52.58,172.87,43,3,1973,4.2,4
-4.53,141.82,81,3,1973,2.4,2
23.34,123.76,33,3,1973,2.8,3
-59.92,31.28,33,3,1973,1.8,2
11.66,43.04,31,4,1973,5.4,5
4.69,75.63,158,4,1973,1.2,1
43.61,147.71,33,4,1973,5.8,6
43.67,147.76,33,4,1973,4.2,4
6.97,91.38,33,4,1973,9.1,9
-58.3,13.39,33,4,1973,9.6,10
-20.67,69.19,95,4,1973,3.6,4
-15.78,167.22,35,4,1973,4.7,5
-23.88,177.04,122,4,1973,0.2,0
47,152.29,104,4,1973,5.3,5
-9.78,119.3,33,4,1973,8.5,9
-0.83,127.54,33,4,1973,7.3,7
50.89,157.44,52,4,1973,7.2,7
10.68,84.76,33,4,1973,4.4,4
-20.61,178.83,610,4,1973,6.1,6
51.12,178.83,54,4,1973,5.3,5
-4.44,134.03,33,4,1973,1.6,2
50.81,157.55,41,4,1973,9.7,10
-42.26,173.05,17,4,1973,7.4,7
5.16,75.81,118,4,1973,4,4
7.27,82.34,33,4,1973,0.5,1
4.96,78.14,50,4,1973,8.3,8
-65.54,179.33,33,4,1973,5,5
33.39,140.75,65,4,1973,4.4,4
-59.28,26.1,67,4,1973,6.3,6
19.93,155.1,50,4,1973,8.3,8
-1.44,79.88,109,4,1973,8.3,8
0.36,125.24,92,4,1973,6.7,7
-10.02,150.18,27,5,1973,6.4,6
-9.98,150.18,29,5,1973,2.5,3
-46.1,73.2,33,5,1973,7.6,8
2.28,126.72,33,5,1973,6.6,7
-1.47,99.85,51,5,1973,7.4,7
-16.63,176.96,33,5,1973,2.7,3
-3.24,101.24,51,5,1973,9.7,10
-3.94,152.06,14,5,1973,8.5,9
-3.73,152.08,13,5,1973,5.8,6
44.06,148.22,64,5,1973,8,8
-16.65,175.87,54,5,1973,6.9,7
-3,140.1,33,5,1973,2,2
41.03,82.2,33,5,1973,6.1,6
33.14,140.67,62,5,1973,5.7,6
-6.23,151.82,34,5,1973,6.1,6
-10.01,150.32,13,5,1973,3.7,4
51.37,179.74,39,5,1973,5.8,6
-18.13,65.29,33,5,1973,3.1,3
51.69,176.24,46,5,1973,9.5,10
54.01,163.76,30,5,1973,2.9,3
-2.26,78.52,111,5,1973,5.6,6
24.28,93.55,30,5,1973,4.3,4
-47.8,99.66,33,6,1973,4.5,5
44.1,83.55,26,6,1973,2.7,3
-17.19,167.81,24,6,1973,9.9,10
37.25,116.35,1.1,6,1973,2.9,3
-53.93,159.4,33,6,1973,1.6,2
14.28,92.01,78,6,1973,9.9,10
14.18,91.9,70,6,1973,2.4,2
-17.47,167.74,21,6,1973,1.4,1
-10.29,161.36,70,6,1973,3.8,4
53.69,161.59,30,6,1973,9.7,10
46.97,150.99,142,6,1973,5,5
-20.04,169.69,41,6,1973,4.7,5
-40.54,173.91,67,6,1973,6.6,7
-19.18,169.67,24,6,1973,3.7,4
-7.29,120.39,631,6,1973,3.9,4
-10.19,120.53,33,6,1973,1.6,2
53.53,161.5,33,6,1973,8.5,9
51.3,179.39,48,6,1973,0.8,1
53.56,161.55,45,6,1973,1.3,1
-25.92,177.41,94,6,1973,1,1
44.98,125.77,33,6,1973,4.6,5
43.23,145.79,48,6,1973,1.8,2
43,146.41,33,6,1973,2.7,3
42.92,145.57,41,6,1973,8.3,8
42.62,146.45,36,6,1973,7.8,8
43.07,145.38,46,6,1973,3,3
42.95,146.66,40,6,1973,7.7,8
42.96,146.48,45,6,1973,4.6,5
42.68,146.34,32,6,1973,5,5
42.71,146.04,50,6,1973,0.8,1
42.6,146.38,38,6,1973,9.4,9
42.5,145.97,29,6,1973,1.8,2
42.72,146.04,43,6,1973,7.4,7
8.13,137.33,33,6,1973,9.4,9
-28.52,176.76,41,6,1973,6,6
42.94,146.34,53,6,1973,5,5
-21.17,174.26,33,6,1973,9.7,10
43.18,147.33,41,6,1973,5.8,6
51.88,176.9,62,6,1973,5.5,6
43.32,146.44,50,6,1973,6.9,7
43.2,146.79,55,6,1973,1.3,1
43.3,146.82,47,6,1973,2.3,2
43.13,146.57,44,6,1973,4,4
21.01,143.14,33,6,1973,7.5,8
19.11,121.15,50,6,1973,2.3,2
0.95,125.99,33,6,1973,1.3,1
43.02,147.11,39,6,1973,6.2,6
43.18,146.56,50,6,1973,2.6,3
42.85,146.74,41,6,1973,2.2,2
-12.79,166.69,146,6,1973,5.8,6
21.11,143.11,24,6,1973,8.8,9
43.4,145.8,50,6,1973,3.3,3
57.84,137.33,33,7,1973,8.4,8
19.1,101.83,125,7,1973,3.9,4
12.27,125.43,44,7,1973,5.5,6
12.21,125.33,33,7,1973,3,3
57.98,138.02,33,7,1973,2,2
-53.16,22.69,33,7,1973,4.4,4
43.99,147.85,40,7,1973,4.7,5
13.23,124.7,38,7,1973,3.6,4
-27.24,71.14,34,7,1973,3.8,4
-19.08,168.82,93,7,1973,2.7,3
6.79,72.98,156,7,1973,6.8,7
10.69,92.58,46,7,1973,5.9,6
-27.04,71.04,33,7,1973,0.4,0
-6.06,153.76,9,7,1973,4.8,5
-27.08,71.23,20,7,1973,9.8,10
35.18,86.48,33,7,1973,4.8,5
35.26,86.6,33,7,1973,0.6,1
-10.25,117.11,33,7,1973,2.8,3
17.32,100.68,44,7,1973,8.5,9
-18.35,69.2,151,7,1973,5.5,6
-18.1,178.28,571,7,1973,3.1,3
-15.79,168.21,28,7,1973,9.9,10
-1.02,136.35,33,7,1973,2.7,3
36.41,140.95,46,7,1973,9.7,10
-24.81,179.22,411,7,1973,6,6
49.99,78.85,0,7,1973,7.2,7
-30.53,71.6,60,7,1973,8.3,8
-8.68,160.73,69,7,1973,7.5,8
-52.8,140.04,33,7,1973,4.2,4
-8.97,106.93,61,7,1973,4.8,5
-15.54,173.09,33,7,1973,4,4
22.13,121.48,33,7,1973,9.7,10
50.48,148.85,592,7,1973,4.2,4
-16.06,71.31,110,7,1973,7.2,7
-14.33,72.13,82,7,1973,3,3
-37.65,73.38,32,7,1973,9.7,10
-27.12,71.51,33,7,1973,9.1,9
-8.77,160.99,30,7,1973,5.6,6
